"Trans #"	"Date"	"Cleared"	"Name"	"Memo"	"Account"	"Debit"	"Credit"
627	07/14/2011	"*"	"Walmart"		"Assets:ISU Checking"		17.45
			"Walmart"		"Expenses:Consumables:Food"	17.45	
628	07/26/2011	"*"	"Honks"		"Assets:ISU Checking"		3.73
			"Honks"	"pregnacy tests"	"Expenses:Consumables:Other"	1.86	
			"Honks"	"teddy grahms"	"Expenses:Consumables:Food"	1.87	
629	07/28/2011	"*"	"Smith's"		"Assets:ISU Checking"		9.26
			"Smith's"		"Expenses:Consumables:Food"	9.26	
630	07/05/2011	"*"	"Smith's"		"Assets:ISU Checking"		3.85
			"Smith's"		"Expenses:Consumables:Food"	3.85	
631	07/07/2011	"*"	"Smith's"		"Assets:ISU Checking"		2.11
			"Smith's"		"Expenses:Consumables:Food"	2.11	
632	07/06/2011	"*"	"Walgreens"	"photos/pictures"	"Assets:ISU Checking"		13.35
			"Walgreens"	"toilet paper"	"Expenses:Consumables:Other"	5.30	
			"Walgreens"	"photos/pictures"	"Expenses:Home:Other"	8.05	
633	06/14/2011	"*"	"Honks"		"Assets:ISU Checking"		6.53
			"Honks"		"Expenses:Consumables:Other"	5.50	
			"Honks"		"Expenses:Consumables:Food"	1.03	
634	05/18/2011	"*"	"Smith's"		"Assets:ISU Checking"		4.92
			"Smith's"		"Expenses:Consumables:Food"	4.92	
635	05/20/2011	"*"	"Borders Books and Music"	"book for gretyl"	"Assets:ISU Checking"		5.29
			"Borders Books and Music"	"book for gretyl"	"Expenses:Bananas"	5.29	
636	05/24/2011	"*"	"Smith's"		"Assets:ISU Checking"		3.45
			"Smith's"		"Expenses:Consumables:Food"	3.45	
637	06/09/2011	"*"	"Walmart"		"Assets:ISU Checking"		2.79
			"Walmart"		"Expenses:Consumables:Food"	2.79	
638	06/09/2011	"*"	"Walmart"		"Assets:ISU Checking"		10.14
			"Walmart"		"Expenses:Consumables:Food"	7.50	
			"Walmart"		"Expenses:Consumables:Other"	2.64	
639	05/17/2011	"*"	"Honks"		"Assets:ISU Checking"		4.67
			"Honks"		"Expenses:Consumables:Other"	4.67	
640	05/31/2011	"*"	"WinCo"		"Assets:ISU Checking"		17.15
			"WinCo"		"Expenses:Consumables:Food"	17.15	
641	06/09/2011	"*"	"Walmart"		"Assets:ISU Checking"		3.77
			"Walmart"		"Expenses:Consumables:Food"	3.77	
642	05/17/2011			"Deposit"	"Assets:ISU Savings"	100.00	
			"miscellaneous"	"graduation money"	"Income:Uncategorized Income"		100.00
643	06/09/2011	"*"	"Walmart"	"fabric"	"Assets:ISU Checking"		2.39
			"Walmart"	"fabric"	"Expenses:Home:Clothing"	2.39	
644	05/25/2011	"*"	"Jack in the Box"		"Assets:ISU Checking"		6.41
			"Jack in the Box"		"Expenses:Consumables:Food"	6.41	
645	05/14/2011	"*"	"Smith's"		"Assets:ISU Checking"		3.92
			"Smith's"		"Expenses:Consumables:Food"	3.92	
646	05/23/2011	"*"	"Smith's"		"Assets:ISU Checking"		2.11
			"Smith's"		"Expenses:Consumables:Food"	2.11	
647	05/14/2011	"*"	"Walmart"		"Assets:ISU Checking"		18.11
			"Walmart"		"Expenses:Consumables:Other"	18.11	
648	06/09/2011	"*"	"Walmart"		"Assets:ISU Checking"		2.90
			"Walmart"		"Expenses:Consumables:Food"	2.90	
649	05/24/2011			"Deposit"	"Assets:ISU Savings"	200.00	
			"miscellaneous"	"graduation money"	"Income:Uncategorized Income"		200.00
650	05/20/2011	"*"	"Walgreens"		"Assets:ISU Checking"		7.41
			"Walgreens"		"Expenses:Consumables:Other"	7.41	
651	06/14/2011	"*"		"Return"	"Assets:ISU Checking"	7.41	
			"Walgreens"	"returned items"	"Expenses:Consumables:Other"		7.41
652	06/18/2011	"*"	"Walmart"		"Assets:ISU Checking"		13.19
			"Walmart"		"Expenses:Consumables:Food"	9.80	
			"Walmart"	"seam ripper"	"Expenses:Home:Tools"	1.97	
			"Walmart"	"zipper"	"Expenses:Home:Clothing"	1.42	
653	06/23/2011	"*"	"Fred Meyer"		"Assets:ISU Checking"		0.56
			"Fred Meyer"		"Expenses:Consumables:Food"	0.56	
654	06/11/2011	"*"	"A&W Restaurant"		"Assets:ISU Checking"		11.66
			"A&W Restaurant"		"Expenses:Consumables:Food"	11.66	
655	06/16/2011	"*"	"Smith's"		"Assets:ISU Checking"		2.11
			"Smith's"		"Expenses:Consumables:Food"	2.11	
656	06/18/2011	"*"	"Smith's"		"Assets:ISU Checking"		12.73
			"Smith's"		"Expenses:Consumables:Food"	12.73	
657	06/23/2011	"*"	"Fred Meyer"		"Assets:ISU Checking"		3.17
			"Fred Meyer"		"Expenses:Consumables:Other"	3.17	
658	06/20/2011	"*"	"Walmart"	"oil and filter"	"Assets:ISU Checking"		35.48
			"Walmart"	"oil and filter"	"Expenses:Transportation:Maintenance"	35.48	
659	06/18/2011	"*"	"Family Dollar"		"Assets:ISU Checking"		1.89
			"Family Dollar"		"Expenses:Consumables:Food"	1.89	
660	06/23/2011	"*"	"Smith's"		"Assets:ISU Checking"		13.35
			"Smith's"		"Expenses:Consumables:Food"	13.35	
661	05/17/2011	"*"	"Albertsons"		"Assets:ISU Checking"		7.91
			"Albertsons"		"Expenses:Consumables:Food"	7.91	
662	06/30/2011	"*"	"Ridley's Market"		"Assets:ISU Checking"		14.34
			"Ridley's Market"		"Expenses:Consumables:Food"	14.34	
663	06/30/2011	"*"	"Albertsons"		"Assets:ISU Checking"		10.12
			"Albertsons"		"Expenses:Consumables:Food"	10.12	
664	08/05/2011	"*"	"Farmer's Insurance"		"Assets:ISU Checking"		311.30
			"Farmer's Insurance"		"Expenses:Transportation:Car Insurance"	311.30	
665	06/18/2011	"*"	"Arctic Circle"		"Assets:ISU Checking"		8.45
			"Arctic Circle"		"Expenses:Consumables:Food"	8.45	
666	05/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		165.41
			"Chase Bank"		"Expenses:Transportation:Gas"	165.41	
667	06/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		234.18
			"Chase Bank"		"Expenses:Transportation:Gas"	234.18	
668	07/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		235.08
			"Chase Bank"		"Expenses:Transportation:Gas"	235.08	
669	08/11/2011	"*"	"Chase Bank"		"Assets:ISU Checking"		212.49
			"Chase Bank"		"Expenses:Transportation:Gas"	212.49	
670	06/11/2011	"*"	"Blue Cross of Idaho"		"Assets:ISU Checking"		115.42
			"Blue Cross of Idaho"		"Expenses:Medical:Insurance Payment"	115.42	
671	07/11/2011	"*"	"Blue Cross of Idaho"		"Assets:ISU Checking"		115.42
			"Blue Cross of Idaho"		"Expenses:Medical:Insurance Payment"	115.42	
672	07/28/2011		"Robert Carlsen"		"Income:Job Income"		581.93
			"Robert Carlsen"		"Assets:ISU Savings"	541.83	
			"Big Brother"		"Expenses:Taxes:Federal"	5.40	
			"Big Brother"		"Expenses:Taxes:State"	1.83	
			"Big Brother"		"Expenses:Taxes:Medicare"	8.43	
			"Big Brother"		"Expenses:Taxes:Social Security"	24.44	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		54.19
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	54.19	
673	08/04/2011		"Robert Carlsen"		"Income:Job Income"		638.08
			"Robert Carlsen"		"Assets:ISU Savings"	594.11	
			"Big Brother"		"Expenses:Taxes:Federal"	5.92	
			"Big Brother"		"Expenses:Taxes:State"	2.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	9.25	
			"Big Brother"		"Expenses:Taxes:Social Security"	26.80	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		59.42
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	59.42	
674	08/11/2011		"Robert Carlsen"		"Income:Job Income"		638.08
			"Robert Carlsen"		"Assets:ISU Savings"	594.11	
			"Big Brother"		"Expenses:Taxes:Federal"	5.92	
			"Big Brother"		"Expenses:Taxes:State"	2.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	9.25	
			"Big Brother"		"Expenses:Taxes:Social Security"	26.80	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		59.42
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	59.42	
675	07/15/2011	"*"	"Smith's"		"Assets:ISU Checking"		6.02
			"Smith's"		"Expenses:Consumables:Food"	6.02	
676	07/19/2011	"*"	"Walmart"	"school house rock dvd"	"Assets:ISU Checking"		15.90
			"Walmart"	"school house rock dvd"	"Expenses:Bananas"	15.90	
677	06/10/2011		"Robert Carlsen"		"Income:Job Income"		478.56
			"Robert Carlsen"		"Assets:ISU Savings"	451.52	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	6.94	
			"Big Brother"		"Expenses:Taxes:Social Security"	20.10	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		45.16
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	45.16	
678	06/17/2011		"Robert Carlsen"		"Income:Job Income"		638.08
			"Robert Carlsen"		"Assets:ISU Savings"	594.11	
			"Big Brother"		"Expenses:Taxes:Federal"	5.92	
			"Big Brother"		"Expenses:Taxes:State"	2.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	9.25	
			"Big Brother"		"Expenses:Taxes:Social Security"	26.80	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		59.42
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	59.42	
679	06/24/2011		"Robert Carlsen"		"Income:Job Income"		478.56
			"Robert Carlsen"		"Assets:ISU Savings"	451.52	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	6.94	
			"Big Brother"		"Expenses:Taxes:Social Security"	20.10	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		45.16
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	45.16	
680	07/01/2011		"Robert Carlsen"		"Income:Job Income"		638.08
			"Robert Carlsen"		"Assets:ISU Savings"	594.11	
			"Big Brother"		"Expenses:Taxes:Federal"	5.92	
			"Big Brother"		"Expenses:Taxes:State"	2.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	9.25	
			"Big Brother"		"Expenses:Taxes:Social Security"	26.80	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		59.42
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	59.42	
681	07/08/2011		"Robert Carlsen"		"Income:Job Income"		638.08
			"Robert Carlsen"		"Assets:ISU Savings"	594.11	
			"Big Brother"		"Expenses:Taxes:Federal"	5.92	
			"Big Brother"		"Expenses:Taxes:State"	2.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	9.25	
			"Big Brother"		"Expenses:Taxes:Social Security"	26.80	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		59.42
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	59.42	
682	07/15/2011		"Robert Carlsen"		"Income:Job Income"		638.08
			"Robert Carlsen"		"Assets:ISU Savings"	594.10	
			"Big Brother"		"Expenses:Taxes:Federal"	5.92	
			"Big Brother"		"Expenses:Taxes:State"	2.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	9.26	
			"Big Brother"		"Expenses:Taxes:Social Security"	26.80	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		59.42
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	59.42	
683	07/22/2011		"Robert Carlsen"		"Income:Job Income"		478.56
			"Robert Carlsen"		"Assets:ISU Savings"	451.52	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	6.94	
			"Big Brother"		"Expenses:Taxes:Social Security"	20.10	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		45.16
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	45.16	
684	07/11/2011	"*"	"Ebay"	"shoes for robert"	"Assets:ISU Checking"		25.95
			"Ebay"	"robert shoes"	"Expenses:Home:Clothing"	25.95	
685	08/11/2011	"*"	"Blue Cross of Idaho"		"Assets:ISU Checking"		149.51
			"Blue Cross of Idaho"		"Expenses:Medical:Insurance Payment"	149.51	
686	05/23/2011	"*"	"Brett Carlsen"	"june phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"june phones"	"Expenses:Housing:Utilities"	40.00	
687	06/23/2011	"*"	"Brett Carlsen"	"july phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"july phones"	"Expenses:Housing:Utilities"	40.00	
688	07/23/2011	"*"	"Brett Carlsen"	"august phones"	"Assets:ISU Checking"		40.00
			"Brett Carlsen"	"august phones"	"Expenses:Housing:Utilities"	40.00	
689	05/23/2011	"*"	"Gary Carlsen"	"june rent"	"Assets:ISU Checking"		425.00
			"Gary Carlsen"	"june rent"	"Expenses:Housing:Rent"	425.00	
691	05/31/2011			"Interest"	"Assets:ISU Savings"	2.09	
				"Interest"	"Income:Interest Received"		2.09
692	05/18/2011	"*"	"ShopKo"		"Assets:ISU Checking"		2.11
			"ShopKo"		"Expenses:Consumables:Food"	2.11	
693	05/19/2011	"*"	"McDonald's"		"Assets:ISU Checking"		6.04
			"McDonald's"		"Expenses:Consumables:Food"	6.04	
694	05/31/2011	"*"		"Interest"	"Assets:ISU Checking"	40.57	
				"Interest"	"Income:Interest Received"		40.57
695	06/30/2011			"Interest"	"Assets:ISU Savings"	2.97	
				"Interest"	"Income:Interest Received"		2.97
696	06/03/2011	"*"	"Thomas McGilvra"	"madison apartment deposit"	"Assets:ISU Checking"		387.50
			"Thomas McGilvra"	"madison apartment deposit"	"Expenses:Housing:Rent"	387.50	
697	06/22/2011	"*"	"Dicks Sporting Goods"	"disc golf frisbees"	"Assets:ISU Checking"		48.72
			"Dicks Sporting Goods"	"disc golf frisbees"	"Expenses:Recreation"	48.72	
698	06/30/2011	"*"	"Delmonte Meats"		"Assets:ISU Checking"		29.67
			"Delmonte Meats"		"Expenses:Consumables:Food"	29.67	
699	06/03/2011	"*"	"Walmart"	"sun hat for gretyl"	"Assets:ISU Checking"		11.74
			"Walmart"	"sun hat for gretyl"	"Expenses:Home:Clothing"	11.74	
700	06/30/2011	"*"		"Interest"	"Assets:ISU Checking"	37.78	
				"Interest"	"Income:Interest Received"		37.78
701	07/31/2011			"Interest"	"Assets:ISU Savings"	2.45	
				"Interest"	"Income:Interest Received"		2.45
702	07/01/2011	"*"	"Idaho Expenses:Taxes:State University"	"official transcript"	"Assets:ISU Checking"		4.00
			"Idaho Expenses:Taxes:State University"	"official transcript"	"Expenses:Education:Other"	4.00	
703	07/08/2011	"*"	"Walmart"		"Assets:ISU Checking"		8.54
			"Walmart"		"Expenses:Consumables:Food"	8.54	
704	07/31/2011	"*"		"Interest"	"Assets:ISU Checking"	38.67	
				"Interest"	"Income:Interest Received"		38.67
705	07/31/2011			"Interest"	"Assets:Investments:Certificate of Deposit"	239.08	
				"Interest"	"Income:Interest Received"		239.08
706	10/04/2011	"*"	"Metcalfe's"		"Assets:ISU Checking"		2.92
			"Metcalfe's"		"Expenses:Consumables:Food"	2.92	
707	09/30/2011	"*"	"Staples"		"Assets:ISU Checking"		17.92
			"Staples"		"Expenses:Home:Office Supplies"	17.92	
708	09/28/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		92.51
			"Woodman's Market"		"Expenses:Consumables:Food"	92.51	
709	09/16/2011	"*"	"Copps"		"Assets:ISU Checking"		1.25
			"Copps"		"Expenses:Consumables:Food"	1.25	
710	09/22/2011	"*"	"Copps"		"Assets:ISU Checking"		3.24
			"Copps"		"Expenses:Consumables:Food"	3.24	
711	09/22/2011	"*"	"Copps"		"Assets:ISU Checking"		2.58
			"Copps"		"Expenses:Consumables:Food"	2.58	
712	09/22/2011	"*"	"Copps"		"Assets:ISU Checking"		3.00
			"Copps"		"Expenses:Consumables:Food"	3.00	
713	09/09/2011	"*"	"Ace Hardware"	"canning jars"	"Assets:ISU Checking"		12.12
			"Ace Hardware"	"canning jars"	"Expenses:Home:Housewares"	12.12	
714	09/05/2011	"*"	"Copps"		"Assets:ISU Checking"		13.53
			"Copps"		"Expenses:Consumables:Food"	13.53	
715	09/16/2011	"*"	"Walgreens"		"Assets:ISU Checking"		3.29
			"Walgreens"		"Expenses:Consumables:Food"	3.29	
716	08/31/2011	"*"	"Copps"		"Assets:ISU Checking"		20.18
			"Copps"		"Expenses:Consumables:Food"	20.18	
717	10/01/2011	"*"	"Ace Hardware"	"Oil Drain container & funnel"	"Assets:ISU Checking"		16.64
			"Ace Hardware"	"Oil Drain container & funnel"	"Expenses:Transportation:Other"	16.64	
718	09/10/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		60.02
			"Woodman's Market"		"Expenses:Consumables:Food"	60.02	
719	08/29/2011	"*"	"Metcalfe's"		"Assets:ISU Checking"		2.29
			"Metcalfe's"		"Expenses:Consumables:Food"	2.29	
720	08/29/2011	"*"	"Copps"		"Assets:ISU Checking"		19.43
			"Copps"		"Expenses:Consumables:Food"	19.43	
721	08/29/2011	"*"	"Walgreens"	"photos, diapers & wipes"	"Assets:ISU Checking"		17.08
			"Walgreens"	"photos, diapers & wipes"	"Expenses:Consumables:Other"	13.50	
			"Walgreens"	"photos, diapers & wipes"	"Expenses:Home:Other"	3.58	
722	08/26/2011	"*"	"Ace Hardware"	"drill bit and screws"	"Assets:ISU Checking"		43.31
			"Ace Hardware"	"drill bit and screws"	"Expenses:Home:Tools"	43.31	
723	08/24/2011	"*"	"Copps"		"Assets:ISU Checking"		57.03
			"Copps"		"Expenses:Consumables:Food"	47.03	
			"Copps"		"Expenses:Consumables:Other"	10.00	
725	09/05/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		68.78
			"Woodman's Market"		"Expenses:Consumables:Food"	68.78	
726	10/18/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		29.36
			"Woodman's Market"		"Expenses:Consumables:Food"	29.36	
727	10/15/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		11.71
			"Woodman's Market"		"Expenses:Consumables:Food"	11.71	
728	10/06/2011	"*"	"Metcalfe's"		"Assets:ISU Checking"		8.58
			"Metcalfe's"		"Expenses:Consumables:Food"	8.58	
729	10/07/2011	"*"	"Walgreens"	"Thyroid meds"	"Assets:ISU Checking"		5.00
			"Walgreens"	"Thyroid meds"	"Expenses:Medical:Other"	5.00	
730	10/13/2011	"*"	"Copps"		"Assets:ISU Checking"		22.62
			"Copps"		"Expenses:Consumables:Food"	22.62	
731	10/07/2011	"*"	"Copps"		"Assets:ISU Checking"		28.93
			"Copps"		"Expenses:Consumables:Food"	28.93	
732	10/07/2011	"*"	"Walgreens"	"cough drops"	"Assets:ISU Checking"		2.73
			"Walgreens"	"cough drops"	"Expenses:Medical:Other"	2.73	
733	10/05/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		16.11
			"Woodman's Market"		"Expenses:Consumables:Food"	16.11	
734	09/30/2011	"*"	"Trader Joe's"		"Assets:ISU Checking"		3.19
			"Trader Joe's"		"Expenses:Consumables:Food"	3.19	
735	08/12/2011	"*"	"US Postal Service"		"Assets:ISU Checking"		3.23
			"US Postal Service"		"Expenses:Education:Books and Fees"	3.23	
736	09/03/2011	"*"	"Target"	"rug mat"	"Assets:ISU Checking"		15.42
			"Target"	"rug mat"	"Expenses:Home:Housewares"	15.42	
737	08/23/2011	"*"	"Ace Hardware"		"Assets:ISU Checking"		46.99
			"Ace Hardware"		"Expenses:Home:Housewares"	46.99	
738	08/23/2011	"*"	"Ace Hardware"	"Scale Battery"	"Assets:ISU Checking"		4.73
			"Ace Hardware"	"Scale Battery"	"Expenses:Home:Housewares"	4.73	
739	08/23/2011	"*"	"Walgreens"	"diapers"	"Assets:ISU Checking"		20.20
			"Walgreens"	"diapers"	"Expenses:Consumables:Other"	20.20	
740	08/23/2011	"*"	"Copps"		"Assets:ISU Checking"		11.33
			"Copps"		"Expenses:Consumables:Food"	11.33	
741	08/22/2011	"*"	"Ace Hardware"	"Electrical cords"	"Assets:ISU Checking"		27.90
			"Ace Hardware"	"Electrical cords"	"Expenses:Home:Office Supplies"	27.90	
742	08/20/2011	"*"	"Ace Hardware"		"Assets:ISU Checking"		50.56
			"Ace Hardware"		"Expenses:Consumables:Food"	50.56	
743	08/11/2011	"*"	"Pocatello MPO"	"shipping books"	"Assets:ISU Checking"		7.28
			"Pocatello MPO"	"shipping books"	"Expenses:Education:Books and Fees"	7.28	
744	08/18/2011	"*"	"Ross Dress for Less"	"Myke & Mich wedding dress"	"Assets:ISU Checking"		22.24
			"Ross Dress for Less"	"Myke & Mich wedding dress"	"Expenses:Consumables:Other"	22.24	
745	08/25/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		121.35
			"Woodman's Market"		"Expenses:Consumables:Food"	121.35	
746	11/14/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		45.96
			"Woodman's Market"	"wipes"	"Expenses:Consumables:Other"	1.00	
			"Woodman's Market"		"Expenses:Consumables:Food"	44.96	
748	11/05/2011	"*"	"Metcalfe's"		"Assets:ISU Checking"		7.61
			"Metcalfe's"		"Expenses:Consumables:Food"	7.61	
749	11/01/2011	"*"	"Walgreens"	"esther prescription"	"Assets:ISU Checking"		17.64
			"Walgreens"	"esther prescription"	"Expenses:Medical:Other"	17.64	
750	11/05/2011	"*"	"Ace Hardware"	"applesauce maker"	"Assets:ISU Checking"		47.46
			"Ace Hardware"	"applesauce maker"	"Expenses:Home:Housewares"	47.46	
751	11/01/2011	"*"	"Walgreens"	"paper plates"	"Assets:ISU Checking"		1.89
			"Walgreens"	"paper plates"	"Expenses:Consumables:Other"	1.89	
752	11/03/2011	"*"	"Copps"		"Assets:ISU Checking"		32.07
			"Copps"	"diapers"	"Expenses:Consumables:Other"	17.00	
			"Copps"		"Expenses:Consumables:Food"	15.07	
753	10/26/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		33.22
			"Woodman's Market"		"Expenses:Consumables:Other"	1.50	
			"Woodman's Market"		"Expenses:Consumables:Food"	31.72	
754	10/28/2011	"*"	"Ace Hardware"	"ratchet and socket set"	"Assets:ISU Checking"		42.19
			"Ace Hardware"	"ratchet and socket set"	"Expenses:Home:Tools"	42.19	
755	10/26/2011	"*"	"Copps"		"Assets:ISU Checking"		3.97
			"Copps"		"Expenses:Consumables:Food"	3.97	
756	10/26/2011	"*"	"Walmart"		"Assets:ISU Checking"		43.59
			"Walmart"	"oil and filter for car"	"Expenses:Consumables:Other"	43.59	
757	10/29/2011	"*"	"Wendy's"		"Assets:ISU Checking"		7.28
			"Wendy's"		"Expenses:Consumables:Food"	7.28	
758	11/19/2011	"*"	"Ace Hardware"	"fuse for lamp and screws for hang-board"	"Assets:ISU Checking"		8.18
			"Ace Hardware"	"fuse for lamp and screws for hang-board"	"Expenses:Home:Other"	8.18	
759	11/19/2011	"*"	"Metcalfe's"		"Assets:ISU Checking"		4.79
			"Metcalfe's"		"Expenses:Consumables:Food"	4.79	
760	08/26/2011	"*"	"Ian's Pizza"	"dinner date"	"Assets:ISU Checking"		11.50
			"Ian's Pizza"	"dinner date"	"Expenses:Consumables:Food"	11.50	
761	11/03/2011	"*"	"Woodman's Market"		"Assets:ISU Checking"		39.04
			"Woodman's Market"		"Expenses:Consumables:Food"	39.04	
763	08/19/2011		"Robert Carlsen"		"Income:Job Income"		319.04
			"Robert Carlsen"		"Assets:ISU Savings"	301.02	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	0.00	
			"Big Brother"		"Expenses:Taxes:Medicare"	4.62	
			"Big Brother"		"Expenses:Taxes:Social Security"	13.40	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		30.11
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	30.11	
764	08/24/2011			"Deposit"	"Assets:ISU Savings"	5,000.00	
			"University of Wisconsin"	" Chancellor's Opportunity Award"	"Income:Scholarships and Grants"		5,000.00
765	08/31/2011			"Interest"	"Assets:Investments:Certificate of Deposit"	11.33	
				"Interest"	"Income:Interest Received"		11.33
766	09/02/2011			"Funds Transfer"	"Assets:Investments:Certificate of Deposit"		5,750.41
				"Funds Transfer"	"Assets:ISU Savings"	5,750.41	
767	08/12/2011		"Robert Carlsen"	"wedding gift to zach baggett"	"Assets:ISU Savings"		500.00
			"Robert Carlsen"	"wedding gift to zach baggett"	"Expenses:Donations:Other"	400.00	
			"Robert Carlsen"	"wedding gift to zach baggett"	"Expenses:Bananas"	100.00	
768	08/24/2011		"Robert Carlsen"	"misc withdrawl of cash"	"Assets:ISU Savings"		500.00
			"Robert Carlsen"	"couch"	"Expenses:Home:Housewares"	200.00	
			"Robert Carlsen"	"fresh raspberries"	"Expenses:Consumables:Food"	68.00	
			"Robert Carlsen"	"curtains and carpet for rug"	"Expenses:Home:Housewares"	8.00	
			"Robert Carlsen"	"misc withdrawl of cash"	"Expenses:Home:Clothing"	4.00	
			"Robert Carlsen"	"pressure cooker"	"Expenses:Home:Housewares"	26.00	
			"Robert Carlsen"	"misc withdrawl of cash"	"Expenses:Bananas"	194.00	
769	08/30/2011	"*"	"Amazon.com"		"Assets:ISU Checking"		31.76
			"Amazon.com"	"gamma bucket lid"	"Expenses:Home:Housewares"	12.00	
			"Amazon.com"	"piano tuning book"	"Expenses:Home:Tools"	19.76	
770	08/15/2011	"*"	"Commercial Tire"	"tire rotation and wheel alignment"	"Assets:ISU Checking"		93.90
			"Commercial Tire"	"tire rotation and wheel alignment"	"Expenses:Transportation:Maintenance"	93.90	
771	09/07/2011			"esther student loan"	"Liabilities:Loans"	2,750.00	
				"robert student loan"	"Liabilities:Loans"	2,750.00	
				"esther student loan"	"Assets:ISU Checking"		2,750.00
				"robert student loan"	"Assets:ISU Checking"		2,750.00
772	09/07/2011			"Funds Transfer"	"Assets:ISU Savings"		7,000.00
				"Funds Transfer"	"Assets:ISU Checking"	7,000.00	
773	09/02/2011			"Funds Transfer"	"Assets:ISU Savings"		1,000.00
				"Funds Transfer"	"Assets:ISU Checking"	1,000.00	
774	10/13/2011			"Funds Transfer"	"Assets:ISU Savings"		4,000.00
				"Funds Transfer"	"Assets:ISU Checking"	4,000.00	
775	09/30/2011		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,449.27	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
			"Big Brother"		"Expenses:Taxes:State"	42.73	
			"Big Brother"		"Expenses:Taxes:Medicare"	0.00	
			"Big Brother"		"Expenses:Taxes:Social Security"	0.00	
			"Church of Jesus Christ of Latter Day Sain"	"Tithing"	"Liabilities:Accounts Payable"		145.00
			"Church of Jesus Christ of Latter Day Sain"		"Expenses:Donations:Tithing"	145.00	
			"Robert Carlsen"		"Expenses:Medical:Insurance Payment"	208.00	
776	11/01/2011		"Robert Carlsen"		"Income:Job Income"		1,700.00
			"Robert Carlsen"		"Assets:ISU Checking"	1,545.59	
			"Big Brother"		"Expenses:Taxes:Federal"	0.00	
